[20:52:39.205] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //div[@id='USER_RATING']//ul[contains(@class,'filterList')]/li] :: 3 & above (Good)
(126)
[20:52:39.218] INFO   Pages.SearchListing.verifyFilters(SearchListing.java:97)                         - [[[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li], [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li]]
[20:52:39.219] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li]
[20:52:39.233] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li] :: ₹ 1500-5000
[20:52:39.234] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li]
[20:52:39.241] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li] :: ₹ 1500-5000
[20:52:39.241] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li]
[20:52:39.278] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li] :: ₹ 1500-5000
[20:52:39.279] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li]
[20:52:39.288] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li] :: ₹ 1500-5000
[20:52:39.289] INFO   Pages.SearchListing.verifyFilters(SearchListing.java:103)                        - filter->₹ 1500-5000
[20:52:39.289] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li]
[20:52:39.299] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li] :: 4 & above (Very Good)
[20:52:39.300] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li]
[20:52:39.306] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li] :: 4 & above (Very Good)
[20:52:39.306] INFO   EventListener.WebEventListener.beforeGetText(WebEventListener.java:142)          - trying to getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li]
[20:52:39.313] INFO   EventListener.WebEventListener.afterGetText(WebEventListener.java:147)           - Getting text on [[ChromeDriver: chrome on MAC (d5d2cd6d26ed8a11526474e7f616a8a8)] -> xpath: //ul[contains(@class,'appliedFilters')]/li] :: 4 & above (Very Good)
[20:52:39.313] INFO   Pages.SearchListing.verifyFilters(SearchListing.java:103)                        - filter->4 & above (Very Good)
